R526528,R842707
R861269,R682419
R216953,R788983
R754362,R427188
R238951,R629088
R171548,R899556
R443012,R541403
R877982,R982296
R134481,R461706
R194217,R624785
R544523,R405812
R650760,R205786
R156855,R225417
R450829,R604552
R116156,R219031
R134918,R860313
R801704,R747894
R563882,R459809
R144960,R958064
R697900,R582639
R554275,R891202
R917191,R623598
R495997,R312432
R316783,R304016
R427320,R104893
R912273,R230559
R658549,R944907
R940589,R746867
R903333,R481387
R648550,R181004
R455376,R427380
R284348,R961184
R853284,R957660
R959212,R984769
R788238,R230951
R329316,R597929
R483978,R389878
R633386,R940215
R864169,R182649
R466871,R910478
R956999,R109089
R523698,R722004
R691465,R413840
R805162,R914441
R504351,R125129
R444235,R893957
R389489,R643907
R836317,R671058
R938622,R579667
R538934,R205156
R777974,R265113
R466792,R822145
R361445,R986339
R970351,R195751
R604190,R818193
R720307,R960181
R355475,R892455
R704511,R319331
R536210,R293025
R409982,R677023
R434156,R410256
R760699,R786563
R248022,R908958
R412396,R680946
R506636,R176203
R379404,R980455
R741591,R227214
R822523,R455944
R656969,R445599
R558829,R796174
R470473,R177680
R635212,R191967
R651185,R674870
R566681,R684826
R180151,R575988
R486905,R322517
R675396,R645999
R946415,R835767
R874637,R807450
R132475,R748828
R404951,R708578
R619295,R529688
R997609,R597844
R520026,R153050
R722583,R648567
R599887,R313789
R372239,R303655
R661725,R155906
R525540,R858454
R150432,R635807
R413107,R219709
R970458,R102114
R244463,R209445
R314037,R920665
R568455,R789848
R911937,R527372
R763025,R601151
R245012,R940011
R304614,R506263
R363162,R598518
R254358,R329826
R541608,R768415
R927387,R274125
R857088,R522329
R756417,R902250
R513244,R630777
R826406,R611509
R409122,R660385
R888821,R846768
R826609,R594851
R306670,R798488
R178990,R560724
R480536,R424530
R180970,R770278
R345003,R180235
R277046,R209671
R648766,R316492
R732956,R418190
R394933,R330855
R971943,R758701
R627187,R358648
R330244,R291541
R472544,R757887
R934789,R763169
R208467,R692723
R137268,R830872
R750244,R279925
R517596,R906302
R375879,R752743
R260580,R699557
R917400,R288196
R601722,R711448
R278572,R628645
R905259,R266924
R729967,R743514
R539621,R201197
R305339,R647960
R152415,R194856
R389766,R682030
R327566,R734716
R740542,R693015
R232662,R549904
R194278,R617768
R356410,R981842
R498639,R793605
R685973,R359432
R695535,R464874
R589699,R419332
R815353,R611844
R325068,R789578
R398554,R109829
R955850,R313024
R987066,R519579
R364249,R292765
R853040,R520900
R827776,R555197
R966140,R100285
R541571,R620499
R400362,R964914
R388432,R678696
R163296,R831400
R262410,R721683
R303656,R764894
R224443,R727061
R611658,R398575
R332216,R457109
R661332,R838519
R570002,R728414
R121918,R365586
R335687,R691675
R358536,R759166
R888067,R465318
R751410,R478128
R742034,R790137
R577516,R889237
R378508,R478829
R301797,R694407
R157010,R141073
R738313,R607873
R603501,R425331
R667244,R444185
R848402,R185430
R794050,R279355
R892529,R503554
R473949,R326006
R111637,R525729
R178647,R874168
R354758,R840991
R460754,R804503
R394374,R126179
R198171,R780372
R240915,R244803
R333485,R184691
R525424,R408647
R835306,R878909
R800273,R875671
R655042,R257754
R266504,R919585
R550335,R215392
R161115,R509439
R135153,R437510
R786799,R966444
R572962,R547488
R124887,R427194
R395840,R396785
R835144,R844165
R967121,R107361
R860438,R704572
R462556,R599438
R949616,R512147
R494471,R118422
R841646,R483036
R828648,R680027
R751142,R422972
R432200,R633535
R629265,R215154
R863533,R656698
R600257,R387933
R882452,R822780
R940389,R890811
R998988,R765482
R470195,R966254
R334249,R575313
R297801,R395291
R611105,R219706
R728814,R129241
R743403,R389029
R379954,R201008
R714881,R961325
R340619,R302489
R815290,R753185
R911446,R263051
R987325,R892288
R611949,R652528
R343856,R191128
R745964,R668237
R790344,R634336
R284062,R724567
R920036,R919120
R610748,R464089
R691442,R993737
R556060,R779645
R160900,R386723
R917889,R600460
R580152,R188452
R498433,R296303
R525246,R123168
R313050,R857412
R672512,R529419
R894399,R755784
R288335,R584230
R744998,R931759
R833297,R608266
R845466,R504968
R240696,R134419
R880389,R245061
R936460,R285120
R145612,R515755
R850048,R421066
R552482,R529242
R794678,R609011
R818124,R136282
R423916,R994396
R823094,R608324
R411665,R683415
R465222,R102252
R233314,R589920
R431796,R810006
R495552,R473865
R681272,R533643
R279236,R514514
R702661,R619417
R721935,R297429
R663970,R534542
R146354,R534912
R377867,R434197
R540437,R930963
R891524,R740531
R848325,R314331
R417054,R959950
R644598,R580716
R877985,R380117
R861577,R887290
R294331,R749280
R910882,R111834
R318877,R314248
R581932,R920757
R925100,R102329
R299110,R412144
R157003,R929263
R973446,R231362
R354977,R312025
R891371,R933755
R432440,R981876
R524701,R513148
R488036,R889232
R881072,R761035
R334853,R638754
R578272,R990437
R203387,R964185
R829428,R133806
R745892,R363815
R940087,R558699
R601991,R764718
R288610,R572788
R884155,R757683
R764926,R887605
R900353,R764793
R377215,R716923
R381854,R111744
R435301,R119729
R523819,R784838
R809087,R550408
R916790,R595507
R321498,R428959
R343943,R724489
R183893,R850973
R800242,R937657
R356136,R483940
R104809,R221510
R266477,R668903
R720087,R223449
R792365,R340129
R612890,R668572
R605748,R489517
R626856,R913412
R281082,R746397
R749401,R930553
R180115,R464782
R627869,R543998
R337637,R107793
R421921,R855417
R134992,R742409
R450436,R510776
R217696,R605023
R911139,R857399
R415229,R304366
R437550,R169987
R180468,R234896
R864282,R958932
R871541,R957643
R177125,R306834
R700620,R482860
R739028,R935248
R439827,R275635
R441242,R954886
R225095,R187269
R553705,R834128
R747908,R165561
R456418,R300523
R760967,R630294
R510666,R967740
R523483,R568301
R340393,R404987
R287221,R611117
R398147,R295256
R892286,R892665
R287266,R527200
R362526,R410781
R971225,R246157
R454738,R615551
R574003,R627206
R948173,R716482
R896947,R396132
R300535,R377465
R492373,R122557
R783097,R637826
R241811,R841821
R482864,R257431
R249571,R268925
R381260,R361121
R110678,R257140
R821957,R523771
R740132,R558626
R734811,R186404
R681706,R857882
R137583,R900449
R700155,R514774
R596223,R592082
R964625,R257861
R349681,R877337
R155447,R868247
R373697,R847312
R295292,R229613
R314307,R652090
R114506,R615395
R226907,R354935
R728566,R342207
R876060,R868527
R805346,R311700
R649747,R731924
R282562,R732012
R236447,R449347
R899971,R389477
R321693,R451697
R444872,R131238
R780954,R450466
R690631,R666463
R344381,R220210
R629769,R980379
R302282,R677503
R508150,R749265
R372960,R670714
R251073,R112308
R987712,R903686
R831468,R857659
R175638,R695558
R175362,R550171
R733333,R508106
R816615,R344106
R139590,R950014
R363580,R971192
R860312,R693231
R188488,R251599
R827935,R858230
R949507,R863541
R258936,R800032
R655365,R517013
R708041,R361343
R452939,R848636
R513710,R250041
R115849,R768555
R563631,R623915
R523694,R279877
R861006,R709519
R536440,R886269
R529905,R425310
R935608,R431683
R997538,R161260
R209485,R604732
R553661,R926804
R995245,R466564
R918729,R470022
R560562,R869749
R144110,R468288
R649109,R461060
R613582,R214454
R407227,R362851
R239653,R153413
R904858,R231909
R615475,R722989
R907052,R630671
R123622,R764765
R323847,R693666
R948305,R766076
R505645,R849125
R609463,R298548
R391692,R637024
R800816,R612394
R242016,R497737
R767211,R212843
R186885,R611497
R774430,R757682
R811121,R999241
R448075,R701697
R848588,R890946
R751740,R497166
R844731,R956535
R712190,R422612
R407812,R233753
R382934,R481576
R747767,R141637
R951263,R680667
R375943,R713145
R457803,R289318
R653325,R912388
R461695,R592219
R286356,R307203
R471606,R498743
R612879,R488786
R204045,R817167
R682366,R717237
R687831,R335886
R941751,R584666
R723727,R854986
R602419,R966699
R734481,R818523
R270061,R938727
R547184,R923897
R409984,R732793
R285911,R821535
R669736,R583989
R276624,R897022
R285537,R952437
R152532,R502719
R620508,R952589
R407509,R772268
R572365,R567473
R836253,R595057
R742901,R211603
R420245,R169364
R789737,R948816
R963515,R571197
R268408,R583720
R972266,R854479
R383279,R390505
R547481,R730979
R732754,R696794
R947581,R950340
R192767,R378939
R194936,R830966
R705710,R324490
R106445,R395100
R704942,R202337
R771636,R841570
R850501,R274278
R169322,R589110
R995673,R133908
R742785,R410275
R164634,R680446
R246037,R105576
R636747,R691240
R758522,R711027
R464542,R797598
R830986,R787108
R415999,R989995
R554048,R431059
R625401,R401952
R492372,R106585
R728031,R410474
R679850,R187587
R156365,R744440
R690532,R275367
R623110,R147878
R187231,R321682
R920673,R556098
R697921,R550913
R801501,R556041
R802858,R745760
R887375,R478814
R777897,R607435
R944437,R968845
R662344,R163073
R376167,R679543
R809275,R547898
R825884,R277675
R224679,R567609
R114018,R137523
R826247,R708989
R851127,R466986
R189279,R304474
R589424,R603348
R997205,R805797
R864761,R651859
R208750,R777017
R412957,R803748
R128407,R309427
R698803,R315046
R783538,R395996
R352683,R124054
R231996,R911252
R262909,R690469
R389104,R195076
R910187,R856338
R348849,R694581
R221317,R985259
R734459,R897399
R384785,R888603
R239467,R809484
R814415,R446229
R559717,R184103
R507066,R286881
R622547,R946228
R959830,R621919
R130193,R202161
R897313,R374384
R770267,R314452
R921390,R692631
R542301,R790910
R414202,R843338
R547805,R465303
R965621,R156635
R785845,R360973
R657094,R351461
R337307,R418489
R570949,R239732
R494102,R845746
R542460,R517950
R262245,R474809
R324068,R589959
R940486,R158608
R150158,R375007
R172324,R410007
R365949,R800355
R861279,R947396
R482167,R814196
R824684,R129105
R525313,R783521
R319697,R527937
R229193,R118775
R259460,R248698
R184266,R676677
R145834,R935201
R122943,R534192
R583265,R106076
R479498,R919879
R659311,R504713
R866385,R223156
R525800,R352664
R494251,R980303
R553408,R976803
R807854,R302057
R679010,R454258
R132296,R802294
R980800,R192935
R336504,R687138
R903568,R978113
R971248,R113957
R468806,R479793
R818331,R334718
R600969,R371869
R999708,R174567
R934606,R204267
R277744,R334789
R887609,R699636
R136992,R668043
R138730,R165039
R523429,R398591
R112427,R184254
R648224,R851799
R607988,R794055
R839895,R317753
R323207,R191205
R863499,R121933
R453486,R449096
R689092,R353447
R345794,R558838
R218508,R484659
R920855,R735816
R247541,R550945
R607561,R919041
R355519,R797408
R430279,R964471
R530517,R389200
R306264,R499920
R330462,R690533
R826796,R771631
R460885,R860555
R743922,R566360
R141720,R408546
R196513,R573314
R196055,R990408
R518954,R112128
R827137,R688431
R491511,R187241
R387238,R622258
R794139,R765076
R655514,R762247
R634426,R829475
R606586,R989263
R204092,R412241
R550698,R996994
R349077,R260587
R501084,R508364
R924799,R654528
R724062,R374166
R148054,R524135
R100793,R913646
R836242,R761741
R321368,R122846
R346686,R459615
R440210,R416518
R454515,R473203
R749876,R600778
R694437,R447137
R797975,R209204
R585602,R447484
R696666,R478611
R334706,R505848
R897301,R992479
R617228,R593426
R993747,R353727
R784476,R857755
R205955,R768646
R226493,R285791
R907371,R389405
R495559,R103671
R410492,R521551
R816890,R784692
R231043,R748548
R729745,R862747
R251120,R646765
R833130,R277079
R735691,R531420
R754544,R353609
R935032,R797749
R838932,R128359
R519913,R811826
R971262,R453554
R272958,R628183
R736323,R430797
R637793,R318491
R109852,R910911
R435947,R878495
R194703,R156745
R897390,R413640
R394067,R325531
R812701,R590710
R210550,R890080
R958599,R904479
R605263,R664826
R354864,R729323
R860377,R782372
R199497,R106531
R592924,R809580
R604271,R322763
R874562,R679196
R732673,R404135
R794302,R768849
R885189,R563614
R907786,R398623
R628698,R382649
R315624,R158411
R893711,R655670
R335893,R215738
R100772,R188819
R223666,R112177
R295743,R240097
R371340,R694872
R440937,R383647
R322532,R311414
R339510,R308062
R188613,R595542
R390398,R999490
R957783,R363518
R576306,R277708
R698743,R804846
R212165,R811878
R224245,R189749
R648363,R483173
R693043,R390301
R106820,R904496
R536977,R323034
R426422,R964699
R963314,R856959
R915242,R691180
R641210,R895686
R466066,R468721
R453709,R824015
R571909,R523306
R269533,R476032
R451457,R664818
R189889,R753946
R936364,R332760
R344754,R175141
R141412,R914821
R726086,R904905
R914702,R864364
R423811,R571839
R508600,R549076
R593532,R160167
R930681,R211964
R631171,R305619
R973158,R916449
R590586,R830461
R940766,R562738
R236391,R868283
R880710,R210860
R842606,R625127
R242207,R981332
R463220,R872916
R661114,R751434
R244726,R230361
R345832,R136131
R244664,R610459
R360274,R810091
R756397,R616629
R422521,R909047
R645946,R674264
R597715,R386486
R576893,R222320
R489642,R128666
R381452,R893387
R608843,R394068
R910745,R310740
R659407,R314846
R248775,R361179
R457417,R428557
R294056,R392075
R450112,R502469
R703254,R154707
R973708,R351186
R416160,R530545
R265227,R542328
R712571,R984351
R565067,R214031
R770688,R259626
R395966,R931695
R147721,R236462
R457330,R100603
R509909,R762635
R256733,R349267
R350147,R977504
R831632,R993161
R772513,R875153
R958305,R677108
R754909,R978495
R626087,R965533
R446701,R572361
R445678,R443451
R974774,R140837
R393819,R513936
R494872,R883168
R556702,R889380
R457750,R424918
R267320,R585428
R551876,R544283
R184729,R609624
R610795,R609784
R164386,R758865
R848467,R563627
R370165,R941571
R242983,R510080
R622532,R449825
R929364,R384254
R732739,R623301
R200650,R557123
R925068,R997604
R541929,R837605
R970028,R730311
R421745,R833437
R401437,R585414
R197943,R138920
R167821,R788473
R183445,R547242
R430262,R964672
R903350,R910484
R650863,R459437
R709750,R860001
R443894,R878755
R818107,R269045
R920744,R514852
R822235,R828182
R689645,R318888
R332010,R754125
R259673,R905809
R876707,R642663
R473073,R310454
R576499,R798380
R216425,R180570
R317796,R168942
R365468,R922414
R541477,R303363
R330170,R332475
R390124,R488998
R368302,R735439
R955553,R843850
R692442,R750884
R658267,R717357
R702912,R252899
R607310,R447006
R485342,R299469
R755235,R723079
R856402,R943799
R959124,R549150
R606526,R955700
R324842,R242797
R780216,R979788
R329538,R903168
R573435,R986588
R615907,R407587
R280598,R930212
R308225,R345250
R356631,R227337
R295312,R542791
R782762,R538980
R926552,R832160
R167062,R655206
R151392,R704781
R236401,R889812
R382201,R580806
R442664,R452375
R371005,R946052
R365572,R309011
R928853,R357817
R486295,R717604
R844476,R390486
R337565,R159236
R305291,R727862
R166923,R261273
R985819,R170631
R458069,R145609
R254400,R502197
R914794,R612798
R382703,R665395
R146928,R734596
R444313,R785977
R429338,R498109
R793676,R839635
R473199,R584701
R680635,R262000
R457659,R767538
R412692,R935080
R491295,R205769
R377456,R555989
R986774,R694702
R624068,R296501
R881654,R413428
R274082,R305867
R976167,R590795
R349535,R246031
R258118,R510480
R655026,R145043
R492491,R844552
R651527,R601852
R911588,R681635
R653199,R227376
R442742,R172455
R278817,R502591
R622528,R346392
R185363,R264137
R775148,R750309
R898101,R263639
R200785,R505433
R548242,R732162
R213981,R676136
R553781,R328980
R674696,R582001
R912115,R436660
R775843,R750769
R540162,R380574
R485925,R291892
R667911,R791277
R105039,R537247
R759203,R691916
R626445,R702785
R790632,R784195
R526984,R648746
R923641,R697151
R713727,R348604
R576534,R347634
R534943,R674978
R358180,R820312
R960637,R764203
R981563,R682532
R673089,R660866
R423914,R200501
R914951,R213223
R616632,R444959
R812656,R637925
R101529,R134684
R463860,R511238
R608633,R259678
R540827,R586720
R920727,R207354
R212407,R577615
R247836,R867415
R929980,R955273
R520130,R572947
R902478,R573469
R666677,R878843
R171720,R115043
R585473,R433221
R613888,R795621
R229107,R135226
R628228,R775306
R651863,R910067
R618404,R814048
R235058,R761242
R750362,R122302
R290364,R752611
R947762,R470029
R178837,R907196
R607773,R347551
R802198,R659135
R165507,R335487
R395032,R984979
R999271,R364589
R682025,R518178
R870397,R539539
R440722,R277531
R219783,R812790
R677310,R398632
R372802,R349755
R164955,R891145
R221336,R772713
R636471,R255184
R702795,R384530
R711950,R946596
R779751,R330566
R671145,R963005
R331942,R656631
R350115,R525336
R356443,R457104
R950907,R331384
R127298,R210616
R456876,R969822
R456814,R921429
R307123,R933761
R433637,R709094
R613763,R470135
R413029,R144015
R277670,R290060
R598744,R182147
R453236,R285174
R735614,R483330
R765531,R499661
R461122,R681315
R615216,R169581
R938248,R571493
R890606,R562918
R152668,R525077
R595804,R202046
R990968,R684441
R910590,R108964
R994080,R610392
R558754,R897307
R443729,R666545
R599910,R293983
R849135,R868628
R593212,R860434
R765526,R146575
R304691,R545322
R954543,R270983
R514699,R643137
R255180,R812260
R723966,R548217
R668851,R570348
R277301,R841766
R840456,R684089
R138150,R266938
R346299,R102310
R740540,R762442
R601462,R515982
R622274,R761113
R950858,R268207
R381764,R200293
R455504,R542358
R467922,R764287
R282291,R503662
R244996,R822498
R193059,R652343
R489534,R876003
R917833,R410341
R524120,R389703
R855234,R269451
R533729,R907553
R780964,R124535
R531784,R969235
R505685,R777000
R862617,R842475
R270221,R580976
R257791,R725387
R154764,R685229
R630933,R958445
R941285,R338903
R235974,R269559
R183437,R352967
R667068,R158868
R367313,R423258
R182033,R177497
R629349,R621186
R700320,R667750
R767558,R102087
R302287,R541572
R352177,R471574
R773544,R626177
R355867,R876714
R183075,R152058
R313808,R197995
R775783,R263306
R474871,R878944
R890107,R393615
R247267,R216602
R801918,R189045
R456307,R718112
R477217,R776326
R941760,R431134
R144027,R885563
R311586,R841012
R859772,R670796
R181314,R987211
R475066,R459097
R988906,R985333
R903653,R334410
R514579,R129607
R790295,R706633
R391640,R771147
R229537,R455573
R415002,R354253
R276335,R542613
R168524,R587706
R158261,R289257
R246002,R538655
R947628,R549519
R754817,R631588
R758308,R431933
R288728,R619731
R808573,R768026
R156397,R440592
R685052,R370464
R872658,R933126
R908525,R478968
R415505,R575500
R615813,R584654
R532306,R105761
R927820,R826099
R247284,R625928
R749277,R230750
R685012,R976249
R579782,R524753
R714377,R321561
R704182,R356551
R614862,R552825
R429886,R700636
R205358,R747087
R373628,R323339
R781810,R589534
R334279,R963553
R696218,R905188
R467665,R284871
R614760,R172992
R325101,R653763
R887514,R496155
R666367,R216588
R411749,R571432
R979941,R217289
R909748,R912947
R650272,R833149
R124171,R877022
R865297,R701742
R250216,R693137
R224627,R157048
R448869,R572382
R524103,R547022
R851356,R306180
R855672,R912255
R409772,R736158
R690269,R393729
R559624,R273869
R658377,R432581
R828627,R736001
R541298,R126158
R917789,R585054
R388575,R796900
R145410,R321313
R564996,R402533
R463469,R992693
R557083,R212246
R298210,R823306
R774736,R506085
R339537,R921443
R259447,R447142
R102133,R987404
R818307,R902371
R865498,R604501
R753330,R243749
R973175,R181606
R573719,R315533
R605855,R280077
R725735,R640015
R200621,R860093
R265566,R765112
R705488,R349018
R266413,R174465
R222330,R701872
R517980,R856134
R436323,R538308
R439907,R287715
R131186,R161055
R156975,R283185
R760237,R929499
R854244,R249121
R875058,R667287
R313894,R969082
R967724,R718578
R500078,R879591
R885255,R584995
R372483,R939616
R303256,R216377
R901879,R169633
R234543,R214249
R733467,R492647
R633467,R927338
R691826,R155469
R312766,R229627
R880588,R508016
R484266,R129188
R419558,R140307
R572671,R886838
R699923,R831823
R382299,R341013
R224919,R421827
R668135,R641068
R892599,R594728
R947156,R587071
R332469,R788791
R937083,R474766
R520037,R698291
R792860,R973808
R980256,R631266
R793862,R728372
R124345,R597000
R147489,R200697
R656696,R395753
R567705,R399695
R220340,R359048
R488958,R302943
R967911,R934806
R651187,R448698
R974522,R790307
R292170,R728554
R521886,R199886
R345372,R742481
R357653,R312302
R548817,R854543
R519625,R349260
R801239,R829934
R368614,R570979
R612074,R693905
R200061,R300923
R234076,R426800
R813486,R509099
R543512,R871116
R589185,R962798
R257446,R450345
R148846,R841954
R153433,R621220
R218809,R459773
R733979,R925218
R183519,R954867
R769977,R544414
R374915,R608166
R888713,R491558
R119035,R904911
R221114,R903245
R994685,R703869
R640919,R195348
R167326,R532255
R913739,R571963
R976336,R969335
R489208,R297597
R705618,R712385
R299586,R795246
R235843,R103218
R692974,R761887
R170002,R340809
R259024,R141507
R375300,R615436
R577569,R620818
R865521,R841246
R823725,R612985
R596352,R156816
R819444,R989983
R655122,R772314
R832894,R901446
R615035,R809897
R690231,R276095
R616018,R979584
R620640,R320851
R842822,R499039
R324131,R315115
R404234,R317321
R110247,R191837
R889311,R457155
R828108,R587667
